,repo_gits,repo_cntrb_counts
4285,Expensify/Bedrock,1
4284,wozeparrot/tinygrad,1
4283,vam-google/pytorch_xla,1
4282,vam-google/tftext,1
4281,vam-google/rules_python,1
4280,vam-google/symbol-locations,1
4279,vam-google/tensorflow,1
4278,vam-google/jax,1
4243,actions/stale,1
4242,qdrant/qdrant,1
4241,microsoft/semantic-kernel,1
4207,xjdr-alt/muzero_sketch,1
4205,narumatt/sqlitefs,1
4203,ml-explore/mlx-examples,1
4202,otriscon/llm-structured-output,1
4201,BurntSushi/quickcheck,1
4200,keskival/recursive-self-improvement-suite,1
4199,microsoft/python-environment-tools,1
4198,oxidecomputer/crucible,1
4197,bionicles/manifest,1
4196,amoffat/manifest,1
4195,NousResearch/Open-Reasoning-Tasks,1
4194,nabenabe0928/tpe,1
4193,evolutionaryscale/esm,1
4192,pchlenski/hyperdt,1
4191,taubyte/tau,1
4190,rectanglehq/Shapeshift,1
4189,ur-whitelab/nlcc-data,1
4188,nicholassm/disruptor-rs,1
4187,google-deepmind/optax,1
4186,ikostrikov/jaxrl,1
4185,BurntSushi/ripgrep,1
4184,bionicles/sophia-schedulefree-jax,1
4183,evanatyourservice/sophia-schedulefree-jax,1
4182,ccz181078/Coq-BB5,1
4181,SchubertLab/mvTCR_reproducibility,1
4180,transferthought/transfer-thought,1
4179,ur-whitelab/LLMs-in-science,1
4178,Koeng101/dnadesign,1
4177,openbabel/documentation,1
4176,BradyAJohnston/MolecularNodes,1
4206,google-deepmind/mctx,1
4208,bionicles/warp,1
4240,qqaatw/qqaatw.github.io,1
4209,igrek51/wat,1
4239,qqaatw/taipower-ha,1
4238,qqaatw/pytorch,1
4237,qqaatw/cs295-efficientml,1
4236,overeasy-sh/overeasy,1
4235,qqaatw/cs230-project,1
4234,qqaatw/Halide,1
4233,qqaatw/JciHitachiHA,1
4232,qqaatw/LibJciHitachi,1
4231,ibarrond/Pyfhel,1
4230,bionicles/mistral-inference,1
4229,fjall-rs/fjall,1
4228,mikekelly/AgentK,1
4227,google-deepmind/neural_networks_solomonoff_induction,1
4226,LiibanMo/scikit-jax,1
4225,bionicles/optuna,1
4224,programmablebio/pepmlm,1
4223,NREL/EvoProtGrad,1
4222,firmai/financial-machine-learning,1
4221,westlake-repl/SaprotHub,1
4220,ml-struct-bio/cryodrgn,1
4219,KomputeProject/kompute,1
4218,akubera/bigdecimal-rs,1
4217,Netflix/maestro,1
4216,allenai/clin,1
4215,cartesia-ai/cartesia-python,1
4214,microsoft/pulseaudio-mirror,1
4212,VITA-Group/Q-GaLore,1
4211,riccardomusmeci/mlx-llm,1
4210,palewire/cpi,1
4039,EurekaLabsAI/ngram,1
4037,lllyasviel/Paints-UNDO,1
2622,ModelTC/lightllm,1
3843,EurekaLabsAI/mlp,1
3858,jesusrp98/expand_widget,1
3857,simolus3/drift,1
3856,bytedance/X-Portrait,1
3855,wenet-e2e/wetts,1
3854,SpursGoZmy/Table-LLaVA,1
3853,aimagelab/LLaVA-MORE,1
3852,mithi/beginning-japanese,1
3851,davisking/dlib,1
3850,matatonic/openedai-vision,1
3848,spacewalk01/yolov9-face-detection,1
3847,AIDC-AI/Ovis,1
3846,lucasjinreal/alfred,1
3845,AlibabaResearch/AdvancedLiterateMachinery,1
3844,lovemefan/SenseVoice-python,1
3842,scenarios/WeMM,1
3895,yushangdi/PECANN-DPC,1
3841,jihaonew/UTA,1
3840,ironjr/grokfast,1
3839,openai/openai-python,1
3838,Beckschen/LLaVolta,1
3837,MonolithFoundation/Bumblebee,1
3836,FuxiaoLiu/MMC,1
3835,CircleRadon/TokenPacker,1
3834,WenmuZhou/TableGeneration,1
3833,doc-analysis/TableBank,1
3832,andimarafioti/florence2-finetuning,1
3831,FunAudioLLM/CosyVoice,1
3830,ksOAn6g5/TaiSu,1
3829,Kwai-Kolors/Kolors,1
3828,ifeelok/bingPicture,1
3859,jonataslaw/readmore,1
3860,llfbandit/record,1
3861,joez17/VideoNIAH,1
3862,X-LANCE/AniTalker,1
3893,yushangdi/pytorch-image-models,1
3892,yushangdi/torchdynamo,1
3891,Mr-Wiseguy/Zelda64Recomp,1
3890,google/bayesnf,1
3889,pytorch/functorch,1
3888,pytorch/docs,1
3887,pytorch/TensorRT,1
3886,pinkfish/flutter_native_timezone,1
3885,livekit/client-sdk-flutter,1
3884,crazecoder/open_file,1
3883,JonasWanke/swipeable_page_route,1
3882,nick8592/Video-Shot-Detection,1
3880,LemurPwned/video-sampler,1
3879,mzhaoshuai/CenterCLIP,1
3878,towhee-io/towhee,1
3877,collinleiber/ClustPy,1
3876,openai/CLIP,1
3875,OleehyO/TexTeller,1
3874,hasanmhallak/date_picker,1
3873,iamvivekkaushik/DatePickerTimelineFlutter,1
3872,LinWeizheDragon/FLMR,1
3871,soimort/you-get,1
3870,Johnserf-Seed/f2,1
3869,ytdl-org/youtube-dl,1
3868,glory20h/VoiceLDM,1
3867,findalexli/mllm-dpo,1
3866,opendatalab/MLLM-DataEngine,1
3865,builttoroam/device_calendar,1
3863,01-ai/Yi,1
3827,rom1504/img2dataset,1
3826,Ceelog/DictionaryByGPT4,1
3825,Boyiliee/LLaDA-AV,1
3790,asjqkkkk/markdown_widget,1
3788,lucasjinreal/lucasjinreal.github.io,1
3787,vikhyat/moondream,1
3786,coreweave/ml-containers,1
3785,whwu95/FreeVA,1
3783,wzzheng/OccSora,1
3782,xiaoachen98/Open-LLaVA-NeXT,1
3781,YingqingHe/Awesome-LLMs-meet-Multimodal-Generation,1
3780,Nutlope/turboseek,1
3779,ShihaoZhaoZSH/LaVi-Bridge,1
3778,OpenMOSS/AnyGPT,1
3777,xtekky/gpt4free,1
3776,BradyFU/Video-MME,1
3775,TIGER-AI-Lab/Mantis,1
3774,beichenzbc/Long-CLIP,1
3773,llyx97/TempCompass,1
3772,magic-research/PLLaVA,1
3771,guozhigq/pilipala,1
3770,callsys/TextVR,1
3769,mbzuai-oryx/Video-ChatGPT,1
3768,slp-rl/HebTTS,1
3767,AppFlowy-IO/AppFlowy,1
3766,LokerL/tts-vue,1
3765,media-kit/media-kit,1
3764,AppFlowy-IO/appflowy-editor,1
3762,gordonhu608/MQT-LLaVA,1
3761,SHI-Labs/CuMo,1
3760,open-webui/open-webui,1
3759,OpenGVLab/InternVL,1
3758,Ahnsun/ChatSpot,1
3789,wangyuchi369/InstructAvatar,1
3791,zjunlp/WKM,1
3824,OpenGVLab/OmniCorpus,1
3792,open-mpi/ompi,1
3823,modelscope/swift,1
3822,MMStar-Benchmark/MMStar,1
3821,FunAudioLLM/SenseVoice,1
3820,wenet-e2e/wenet,1
3819,cvpr-org/author-kit,1
3818,ZrrSkywalker/MAVIS,1
3817,open-compass/VLMEvalKit,1
3816,remyxai/FFMPerative,1
3815,bytedance/Shot2Story,1
3814,OpenGVLab/Ask-Anything,1
3813,daohoangson/flutter_widget_from_html,1
3812,Vision-CAIR/MiniGPT4-video,1
3810,Amshaker/GroupMamba,1
3809,showlab/videollm-online,1
3808,svjack/docvqa-gen,1
3807,OpenDriveLab/DriveLM,1
3806,harry0703/AudioNotes,1
3805,kakaobrain/honeybee,1
3804,CasualGANPapers/Make-A-Scene,1
3803,THUDM/CogVLM2,1
3802,huggingface/blog,1
3801,zhuojg/chinese-calligraphy-dataset,1
3800,joaomdmoura/crewAI,1
3799,bravekingzhang/search-engine-tool,1
3798,searxng/searxng,1
3797,PaddlePaddle/ERNIE-SDK,1
3796,LLM-Red-Team/kimi-free-api,1
3795,LLM-Red-Team/step-free-api,1
3793,huggingface/parler-tts,1
3894,yushangdi/pytorch,1
3896,ParAlg/ParClusterers,1
4036,kyegomez/Python-Package-Template,1
3983,YanJieWen/awsome-Mamba-TF-CNN,1
3997,zifuwan/Sigma,1
3996,m3y54m/Embedded-Engineering-Roadmap,1
3995,johnnynunez/nerfstudio,1
3994,jslee02/awesome-gpgpu,1
3993,johnnynunez/FruitNeRF,1
3992,cnr-isti-vclab/PyMeshLab,1
3991,johnnynunez/meshlab,1
3990,cnr-isti-vclab/meshlab,1
3989,johnnynunez/johnnynunez,1
3988,TonyHongtaoWu/RainMamba,1
3987,ZhouYuxuanYX/BlockGCN,1
3986,xuzhao9/pytorch-benchmark-tools,1
3985,Zeyi-Lin/HivisionIDPhotos,1
3984,feizc/Dimba,1
3982,johnnynunez/MambaVision,1
3897,Relaxed-System-Lab/COMP4901Y_Course_HKUST,1
3981,time-series-foundation-models/lag-llama,1
3980,AutonomousFieldRoboticsLab/SVIn,1
3979,AmeenAli/HiddenMambaAttn,1
3978,nachifur/RDDM,1
3977,johnnynunez/mamba,1
3976,Dai-Wenxun/MotionLCM,1
3975,h-zhao1997/cobra,1
3974,johnnynunez/cobra,1
3973,meyerls/FruitNeRF,1
3972,yyyujintang/Awesome-Mamba-Papers,1
3971,XiudingCai/Awesome-Mamba-Collection,1
3970,mlverse/torchvisionlib,1
3969,abseil/abseil-cpp,1
3968,feizc/FluxMusic,1
3999,colmap/glomap,1
4000,IDEA-Research/Grounded-Segment-Anything,1
4001,cvg/pixel-perfect-sfm,1
4002,NVIDIAGameWorks/kaolin,1
4034,johnnynunez/rocm_lab,1
4033,evshiron/rocm_lab,1
4032,yunlong10/Awesome-LLMs-for-Video-Understanding,1
4031,modelscope/DiffSynth-Studio,1
4030,NVIDIA-AI-IOT/deepstream_tao_apps,1
4029,morousg/cvGPUSpeedup,1
4028,NVIDIA/cuda-samples,1
4027,dusty-nv/mimicgen,1
4026,dusty-nv/openvla,1
4025,dusty-nv/robosuite,1
4024,mem0ai/mem0,1
4023,sunshangquan/TransMamba,1
4022,rail-berkeley/crossformer,1
4021,MrForExample/ComfyUI-3D-Pack,1
4019,lucidrains/scaling-vin-pytorch,1
4018,eashanadhikarla/ExpoMamba,1
4017,johnnynunez/Xiaomi-Mi-Air,1
4016,johnnynunez/jetson-generative-ai-playground,1
4015,NVIDIA-AI-IOT/jetson-generative-ai-playground,1
4014,interpretml/DiCE,1
4013,hijkzzz/Awesome-LLM-Strawberry,1
4012,NVIDIA-AI-IOT/jetson_benchmarks,1
4011,csguoh/Awesome-Mamba-in-Low-Level-Vision,1
4010,johnnynunez/text,1
4009,Adamdad/rational_kat_cu,1
4008,Event-AHU/MambaEVT,1
4007,dusty-nv/3D-Diffusion-Policy,1
4005,octo-models/octo,1
4004,johnnynunez/octo,1
3967,johnnynunez/xla,1
3966,prabhuomkar/pytorch-cpp,1
3965,haoranD/Awesome-Embodied-AI,1
3929,dusty-nv/clip_trt,1
3927,MCG-NJU/MixFormerV2,1
3926,goutamyg/SMAT,1
3925,JananiKugaa/OIFTrack,1
3924,isaac-sim/IsaacLab,1
3923,IDC-Flash/PacerPlus,1
3921,zhenyingfang/DiT-Visualization,1
3920,kvfrans/jax-diffusion-transformer,1
3919,johnnynunez/yolo_tracking,1
3918,mikel-brostrom/yolo_tracking,1
3917,levipereira/deepstream-yolo-e2e,1
3916,buddy-compiler/buddy-mlir,1
3915,luyahan/PLCT-Weekly,1
3914,plctlab/PLCT-Weekly,1
3913,nihui/ruapu,1
3912,shibatch/sleef,1
3911,nodejs/help,1
3910,luyahan/v8,1
3909,luyahan/nodejs-riscv64,1
3908,nodejs/node,1
3907,jart/cosmopolitan,1
3906,simd-everywhere/simde,1
3905,asmjit/asmjit,1
3904,luyahan/highway,1
3903,elastic/otel-profiling-agent,1
3902,plctlab/numpy,1
3901,luyahan/numpy,1
3900,yushangdi/executorch,1
3899,wangyiqiu/dbscan-python,1
3898,yushangdi/dbscan-python,1
3928,dusty-nv/NanoDB,1
3930,abhiTronix/vidgear,1
3964,liujf69/MMCL-Action,1
3931,johnnynunez/cupy,1
3963,AlexZou14/Wave-Mamba,1
3962,mikel-brostrom/boxmot,1
3961,puzzlepaint/camera_calibration,1
3960,weberwcwei/AODnet-by-pytorch,1
3959,4uiiurz1/pytorch-deform-conv-v2,1
3958,dusty-nv/jetson-containers,1
3957,johnnynunez/jetson-utils,1
3956,NVlabs/MambaVision,1
3955,valeman/Transformers_Are_What_You_Dont_Need,1
3954,opencv/opencv_contrib,1
3953,gitmehrdad/SFSORT,1
3952,ultrajson/ultrajson,1
3950,ml-jku/hopfield-boosting,1
3949,sotopia-lab/awesome-social-agents,1
3948,mintisan/awesome-kan,1
3947,CalayZhou/Multispectral-Pedestrian-Detection-Resource,1
3946,CatOneTwo/WSOD-Paper-List,1
3945,laugh12321/TensorRT-YOLO,1
3944,cheind/py-motmetrics,1
3943,Cippo95/nvidia-fan-control,1
3941,dusty-nv/whisper_trt,1
3939,levipereira/deepstream-yolov9,1
3938,johnnynunez/jetson-containers,1
3937,hustvl/Vim,1
3936,ToonCrafter/ToonCrafter,1
3935,firework8/Awesome-Skeleton-based-Action-Recognition,1
3934,STCE-Detector/small-fast-detector,1
3933,johnnynunez/cvat,1
3932,nuclio/nuclio,1
4309,aakhundov/lox,1
4310,farmaker47/DistilBert,1
4311,farmaker47/Gemini_Inference,1
4679,dev-sillas/dev-sillas,1
4693,albindavidc/albindavidc,1
4692,gabe565/home-ops,1
4691,OpokuBlankson/lavabot,1
4690,Arazofthenorth/araz,1
4689,MrSolymi/MrSolymi,1
4688,sebhanika/Skanetrafiken_Scrape,1
4687,ngotruonganh/ngotruonganh,1
4686,kartik1502/kartik1502,1
4685,iamgodsondaniel5/lavaautocommit,1
4684,factcheckr/newneek,1
4683,RodrigoHarder/RodrigoHarder,1
4682,HyperBeats/User-Agent-List,1
4681,peng-xiao-shuai/github-stats-transparent,1
4680,ShermanQ/MakeUGreenAgain,1
4678,Le0Zit0/Le0Zit0,1
4728,lucasgguedes/lucasgguedes,1
4677,senakrks/senakrks,1
4676,countout652/vwde,1
4675,Alicomm/aliuta,1
4673,JhonySpark/JhonySpark,1
4672,JonathanLevys/JonathanLevys,1
4671,Airdropmoon/Lavaa,1
4670,TonLima/tonlima,1
4669,chinmay29hub/chinmay29hub,1
4668,Marcs-paulo/Marcs-Paulo,1
4667,wanshi-ruyi/ruyi,1
4666,UnderCurve/UnderCurve,1
4665,PastelRobot/PastelRobot,1
4664,ByakkoVlad/Lavapoints,1
4663,Jiaocz/Jiaocz,1
4694,fengyumeng1/8-4work,1
4695,mawar-di/lava-enpoints-love,1
4696,RichardJanebo/richardjanebo,1
4697,ana-rossi/ana-rossi,1
4726,aiditaji/AutoGreen,1
4725,spageektti/spageektti,1
4724,jxpd/jxpd,1
4723,sankalk/sankalk,1
4722,mateusjsantana/mateusjsantana,1
4721,ingenerator/php-packages.ingenerator.com,1
4720,musketeers32111/project,1
4719,dodi123/Lava-eth,1
4718,ddarkr/ddarkr,1
4717,diona-zuse/diona-zuse,1
4716,AzzyPog/AzzyPog,1
4715,samuraitruong/chess.com-daily-puzzle,1
4714,iamzfx/youngstarwalawe,1
4713,Betapoisoner/Betapoisoner,1
4712,0GabrielMarques0/0GabrielMarques0,1
4711,alainaviz/alainaviz,1
4710,nicholaswilde/nicholaswilde,1
4709,agathaagni/AutoGreen,1
4708,felixbillieres/felixbillieres,1
4707,setsumi/Capture2TextPlus,1
4706,pahrudin83/lava-testnet,1
4705,PhanLe1010/image-mirror,1
4704,Jv2350/Jv2350,1
4703,Viraj324/Viraj324,1
4702,dinarsanjaya/lava-auto,1
4701,favstats/wtm_uy,1
4700,umgbhalla/umgbhalla,1
4699,Harshh18/Harshh18,1
4698,9d60ly7003/Auto-Green,1
4662,dmaxadu/dmaxadu,1
4661,Samiran446/majnu78,1
4660,macieljuniormax/macieljuniormax,1
4627,OlivierZal/melcloud-api,1
4625,Xu-Hardy/Xu-Hardy,1
4624,psraw/Green,1
4623,youga3/block11,1
4622,rezatb68/lavaa,1
4621,plumikasge456456/plumikasge456456,1
4620,jpcadinelli/jpcadinelli,1
4619,MuhSatriyo/MuhSatriyo,1
4618,fabianneufang/fabianneufang,1
4617,pixelapps-dev/Google-Trends-Keywords-Scraper,1
4616,Weslley-Souza32/Weslley-Souza32,1
4615,angeljen19888/green2,1
4614,mondaycom/vibe,1
4613,nalivex/nalivex,1
4612,Cleiton3280/Cleiton3280,1
4611,azmot6666/6666,1
4610,SenjuHshrm/SenjuHshrm,1
4609,poinfidbngfvb/BCSQW,1
4608,mariotesta-dev/mariotesta-dev,1
4607,JoaolMarcosl1/JoaolMarcosl1,1
4606,morganuimichael46/moren,1
4605,gmkavindu/gmkavindu,1
4604,JKRTW/expfor,1
4603,felipecalgaro/felipecalgaro,1
4602,centrifuge/liquidity-pools,1
4601,Arazofthenorth/arazofthenorth,1
4600,0xblockwiz/la_auto_va,1
4599,JonathanCierp/JonathanCierp,1
4597,GitYYa/skills-release-based-workflow,1
4596,zafarbekcoinlist1/aiuop,1
4626,wanghaoxiang6/bule,1
4628,kahnwong/subsonic-github-readme,1
4659,shnizzedy/shnizzedy,1
4629,HUISSINSJKN/TAISHI_TWN_SKY4K,1
4658,sanmei310/jklkjk,1
4657,luide19/luide19,1
4656,mihalazmaeen/mihalazmaeen,1
4655,blockdevsgs/blockdevsgs,1
4654,Paypay91/lava,1
4653,marisacasillas/chatterlab,1
4652,kamikaze-skynet/Kamikaze-420,1
4651,adithyaaditya/AutoGreen,1
4650,YNSTT/WWW001,1
4649,farzad-eth/merk,1
4648,Meehunter/Lavapush,1
4647,lujun9972/TranslateProject,1
4646,Domonlee/Domonlee,1
4645,alire-project/alire-crates-ci,1
4644,NicolasRTFS/NicolasRTFS,1
4643,KillerBTC/lava-auto-commit,1
4642,sahil1330/sahil1330,1
4641,adnanadrianus/AutoGreen,1
4640,RajeevAtla/resume,1
4639,JuliaRegistries/General,1
4638,hotarchive/Zhihu,1
4637,lanbo994/bnm,1
4636,EsliLuiz/EsliLuiz,1
4635,prakashtv007/UTLive2,1
4634,anesha338/anesha338,1
4633,Perress/Perress,1
4632,adyaafandi/AutoGreen,1
4631,Meehunter/lavarun,1
4630,anisurrahman75/anisurrahman75,1
4727,next-sync/OE,1
4729,KPCOFGS/KPCOFGS,1
4313,farmaker47/Speech_Commands_Kotlin,1
4812,WesleyAA/WesleyAA,1
4826,wilkhp29/wilkhp29,1
4825,Luc4s-Ara/Luc4s-Ara,1
4824,Intancote/Intancote,1
4823,nathaliagarcia/nathaliagarcia,1
4822,ZugaikotsuOne/ZugaikotsuOne,1
4821,Graziele-Miranda/Graziele-Miranda,1
4820,GledsonLucas111/GledsonLucas111,1
4819,brucegilchrist4/miniature-octo-funicular,1
4818,LeElima/LeElima,1
4817,OMCSB/OMCSB,1
4816,itiagop/itiagop,1
4815,AAA3A-AAA3A/AAA3A-AAA3A,1
4814,imransetiadi/kz,1
4813,lost-kwt/PUBG-Mobile-Bypass-Source,1
4811,CHoWWW2809/ChoWWW,1
4730,sunrisemovement/smvmt-microsite,1
4810,budidora35/budi-lava,1
4809,husains77/lava,1
4808,Samdasoo1076/Samdasoo1076,1
4807,BiancaAbbamonte/BiancaAbbamonte,1
4806,ArifEmreYaman/ArifEmreYaman,1
4805,cristopherpds/cristopherpaiva,1
4804,GabrielSouza45/GabrielSouza45,1
4803,fnm-dev/fnm-dev,1
4802,PedroVX1/PedroVX1,1
4801,GabrielMartinsFerreira/GabrielMartinsFerreira,1
4800,PrantoPodder98/PrantoPodder98,1
4799,caliwyr/Google-Trend,1
4798,Imane-3/Imane-3,1
4797,nueryantiff/utolllava,1
4827,RajDev12/rajdev12,1
4828,RafaMeloP/RafaMeloP,1
4829,IkkyPT/IkkyPT,1
4830,hatfsgokal/Github-hatfsgokal,1
4859,curseforge-mirror/inputlagfix,1
4858,zgxkbtl/lobe-chat,1
4857,alyconr/alyconr,1
4856,srounce/freecad.nix,1
4855,jellepoland/SurfplanAdapter,1
4854,celias/celias,1
4853,fdmguedes/fdmguedes,1
4852,furysheep/furysheep,1
4851,Pozniak-Max/Pozniak-Max,1
4850,Phsouzaro/Phsouzaro,1
4849,matheusaragaofs/matheusaragaofs,1
4848,paollasantos/paollasantos,1
4847,yacosta738/yacosta738,1
4846,badgids/badgids,1
4845,KitsuneDev/KitsuneDev,1
4844,xiadd/tg-wb-trending,1
4843,firmnardians/github.yml,1
4842,Carolina0110/Carolina0110,1
4841,AlexiaSalazar/AlexiaSalazar,1
4840,HarrisonWAffel/image-mirror,1
4839,filipeaizen/filipeaizen,1
4838,GabrielMullerDS/GabrielMullerDS,1
4837,ShackledMars261/ShackledMars261,1
4836,onlimos/lava,1
4835,TSHHHHH/TSHHHHH,1
4834,igorcm3/igorcm3,1
4833,ViniciusArconti/ViniciusArconti,1
4832,0xGuigui/0xGuigui,1
4831,Ipongresu/vestia,1
4796,krzwiatrzyk/krzwiatrzyk,1
4795,philiplam007/lava,1
4794,pedrgzera/pedrgzera,1
4761,littlecxm/littlecxm,1
4759,devprint/lava2,1
4758,LeonamBr/rafaballerini,1
4757,LunaSekiii/LunaSekiii,1
4756,elvisrfarias/elvisrfarias,1
4755,della11/della11,1
4754,muhammadn9/muhammadn9,1
4753,8ad40n/8ad40n,1
4752,gustavoborgesg/gustavoborgesg,1
4751,lucas694/lucas694,1
4750,dangvantoan192/lava,1
4749,Jax15161/jax-Lava,1
4748,RokibulHasan7/RokibulHasan7,1
4747,Luizynhoo/Luizynhoo,1
4746,Chuch3x/Chuch3x,1
4745,masoud1996230/masoudlava,1
4744,HMBSbige/rules,1
4743,Jottinha/Jottinha,1
4742,ysm-dev/atom,1
4741,Lyz331/lvva,1
4740,ramonmeira/ramonmeira,1
4739,younglondon/newwwie.com,1
4738,kilobytenebula/kilobytenebula,1
4737,jumplik/six,1
4736,nathanportela/nathanportela,1
4735,chengdada123/netlify-bak,1
4734,ersapatta345346/ersapatta345346,1
4733,skbnw/y_rss_all,1
4732,backupgaron/lava-rpc,1
4731,cleytonsilvadev/cleytonsilvadev,1
4760,nowackmst/lava,1
4762,brayandrade/brayandrade,1
4793,AmandaGF/amandagf,1
4763,saifabbasi4320000/going,1
4792,gustavoepifanio/gustavoepifanio,1
4791,c0derMo/c0derMo,1
4790,ywgabriel/ywgabriel,1
4789,Danish-Belal/Danish-Belal,1
4788,soham1300/soham1300,1
4787,lukasdrdla/lukasdrdla,1
4786,ll-talyta-ll/ll-talyta-ll,1
4785,Aamit-07/Aamit-07,1
4784,NataliaAraujo2/NataliaAraujo2,1
4783,trunk-io/mergequeue,1
4782,EsiNakamoto/Lava-RPC-querybot,1
4781,MatheusMax01/MatheusMax01,1
4780,Nuttypro69/YouTube_to_m3u,1
4779,AndreNunes7/AndreNunes7,1
4778,Armancollab/Armancollab,1
4777,Kartikhunter/Kartikhunter,1
4776,priyanshusharma80/priyanshusharma80,1
4775,Vitor-Iiyama/Vitor-Iiyama,1
4774,juniormothe/juniormothe,1
4773,crooddisini/lava,1
4772,IfrimAlexandru/IfrimAlexandru,1
4771,hesam-init/v2ray-scraper,1
4770,Kokiku098/lava-autoo,1
4769,openshift-pipelines/operator,1
4768,Beryl165/Beryl165,1
4767,RodrigoSouzza/RodrigoSouzza,1
4766,buttshaban646/buttshaban646,1
4765,CLSCaio/CLSCaio,1
4764,0xChronic/lava-auto-commit,1
4595,Setiawan007/Sistem-Informasi-Keuangan,1
4594,seba-pitra/seba-pitra,1
4593,titeewow33731/chaoniu2,1
4401,wz337/pytorch,1
4422,tinglvv/pytorch,1
4421,trimstray/the-book-of-secret-knowledge,1
4420,Aidyn-A/lightning-thunder,1
4419,Aidyn-A/pytorch,1
4418,Aidyn-A/apex,1
4417,janeyx99/torchtune,1
4416,dgasmith/opt_einsum,1
4415,AlnisM/autoheuristic-datasets,1
4414,AlnisM/pytorch,1
4413,ROCm/rocmProfileData,1
4411,pruthvistony/per,1
4407,ROCm/hipify_torch,1
4403,wz337/torchtitan,1
4402,wz337/tutorials,1
4399,ghpvnist/grain,1
4592,EziSwap/Lava-7,1
4398,tomnatan30/stablehlo,1
4397,ghpvnist/stablehlo,1
4395,awgu/torchrec,1
4394,zyushun/Adam-mini,1
4393,awgu/llama3,1
4392,awgu/pytorch,1
4391,MichaelHudgins/actions-runner-controller,1
4390,MichaelHudgins/reuseable-testing,1
4389,SeldonIO/alibi-detect,1
4388,AnswerDotAI/fasthtml,1
4387,EthicalML/awesome-production-machine-learning,1
4386,JonathanRayner/config-thinkpad,1
4385,yt-project/unyt,1
4384,coady/multimethod,1
4424,Aidyn-A/Fuser,1
4425,egienvalue/pytorch,1
4426,egienvalue/FBGEMM,1
4427,pianpwk/pytorch,1
4458,openai/simple-evals,1
4457,developer0hye/RT-DETR,1
4456,lyuwenyu/RT-DETR,1
4455,knotgrass/attention,1
4454,yuezk/GlobalProtect-openconnect,1
4453,nlmatics/nlm-ingestor,1
4452,AdnanHoque/foundation-model-stack,1
4451,drisspg/foundation-model-stack,1
4450,drisspg/executorch,1
4449,drisspg/triton,1
4448,drisspg/attention-gym,1
4447,drisspg/pytorch.github.io,1
4446,modularml/stack-pr,1
4445,drisspg/flash-attention,1
4444,drisspg/torchtitan,1
4443,drisspg/tlparse,1
4442,drisspg/simple_cuda,1
4441,drisspg/pytorch,1
4440,pifon2a/llvm-project,1
4438,xnox/os,1
4437,JhennerTigreros/danfojs,1
4436,kuterd/nv_isa_solver,1
4435,embedchain/embedchain,1
4433,JhennerTigreros/panda,1
4432,commaai/panda,1
4431,JhennerTigreros/beherit,1
4430,JhennerTigreros/tinygrad,1
4429,JhennerTigreros/UNICIENCIA-INTRO-PROGRAMACION,1
4428,shubhambhokare1/pytorch,1
4383,JonathanRayner/some_monorepo,1
4382,JonathanRayner/some_other_repo,1
4381,nitins17/xla,1
4345,ultralytics/actions,1
4343,ultralytics/CLIP,1
4342,ultralytics/thop,1
4341,ultralytics/stars,1
4340,glenn-jocher/ultralytics,1
4339,glenn-jocher/OnnxSlim,1
4338,ultralytics/yolo-ios-app,1
4337,ultralytics/docs,1
4336,Kayzwer/ultralytics,1
4335,glenn-jocher/ultralytics-feedstock,1
4334,Burhan-Q/ultralytics,1
4333,ultralytics/hub,1
4332,SheffeyG/ultralytics,1
4331,aryanjassal/ultralytics,1
4330,RizwanMunawar/ultralytics,1
4329,akukulanski/ultralytics-issue-MRE,1
4328,ultralytics/yolov3,1
4327,Y-T-G/ultralytics,1
4326,ultralytics/yolov3-test,1
4325,ultralytics/hub-sdk-test,1
4324,ultralytics/hub-sdk,1
4323,ultralytics/yolov5,1
4322,wangsrGit119/ultralytics,1
4321,nyadla-sys/for_berkan,1
4320,nyadla-sys/whisper.tflite,1
4319,Shiro-LK/Portfolio-project,1
4318,Shiro-LK/SoundEventDetection,1
4316,LucasLLC/pytorch,1
4315,farmaker47/Talk_and_execute,1
4314,farmaker47/Pytorch-to-tflite,1
4344,ultralytics/yolo-flutter-app,1
4346,ultralytics/template,1
4380,nitins17/jax,1
4347,ultralytics/mkdocs,1
4377,raminmohammadi/raminmohammadi,1
4376,raminmohammadi/NLP,1
4375,HeyIts-RJ/MLOps,1
4374,raminmohammadi/RaminMohammadi.github.io,1
4373,raminmohammadi/MLOps,1
4372,memorylorry/ultralytics,1
4371,djwessel/ultralytics,1
4370,RyanHir/ultralytics,1
4369,ultralytics/velocity,1
4368,malopez00/ultralytics,1
4367,hasanghaffari93/ultralytics,1
4366,glenn-jocher/AGLU,1
4365,kostas1515/AGLU,1
4364,ultralytics/petsys,1
4363,ultralytics/nudar,1
4362,ultralytics/sandd,1
4361,ultralytics/magellan,1
4360,ultralytics/xview-yolov3,1
4359,ultralytics/mnist,1
4358,ultralytics/xview-docker,1
4357,ultralytics/tinder,1
4356,ultralytics/iSky,1
4355,ultralytics/ios_screenshots,1
4354,ultralytics/JSON2YOLO,1
4353,ultralytics/flickr_scraper,1
4352,ultralytics/google-images-download,1
4351,ultralytics/source-trace,1
4350,ultralytics/pip,1
4349,ultralytics/.github,1
4459,Siyu-C/ACAR-Net,1
4460,qianyuzqy/TransVOD_plusplus,1
